Auto_Name;Year;Auto_URL;Price;Fuel;HorsePower;Mileage
Mercedes-Benz E-Class;2002;https://zvenigorod.drom.ru/mercedes-benz/e-class/50140283.html;600000;дизель;150;350000
BMW 5-Series;2004;https://moscow.drom.ru/bmw/5-series/50538702.html;600000;бензин;170;362438
Volvo S80;2008;https://moscow.drom.ru/volvo/s80/50901256.html;600000;бензин;238;233000
Mitsubishi Lancer;2010;https://moscow.drom.ru/mitsubishi/lancer/50912915.html;600000;бензин;109;170000
Volkswagen Polo;2012;https://moscow.drom.ru/volkswagen/polo/50923655.html;614000;бензин;105;294150
Лада Гранта;2020;https://moscow.drom.ru/lada/granta/50920428.html;615000;бензин;87;120564
Hyundai Solaris;2011;https://reutov.drom.ru/hyundai/solaris/50912629.html;618000;бензин;107;152750
Nissan Almera;2018;https://serpuhov.drom.ru/nissan/almera/50909365.html;620000;бензин;102;171500
Mitsubishi Lancer;2008;https://moscow.drom.ru/mitsubishi/lancer/50536519.html;630000;бензин;150;101000
Chevrolet Cruze;2013;https://moscow.drom.ru/chevrolet/cruze/50529434.html;635000;бензин;141;230000
Mazda Mazda3;2008;https://chehov.drom.ru/mazda/mazda3/50922684.html;640000;бензин;105;142000
Opel Astra;2014;https://moscow.drom.ru/opel/astra/50536737.html;640000;бензин;140;134000
BMW 3-Series;2005;https://moscow.drom.ru/bmw/3-series/50522229.html;649000;бензин;150;330000
Volkswagen Passat;2008;https://moscow.drom.ru/volkswagen/passat/50901284.html;649000;бензин;160;180000
Chevrolet Cruze;2013;https://moscow.drom.ru/chevrolet/cruze/50912881.html;649000;бензин;141;185395
BMW 5-Series;2008;https://moscow.drom.ru/bmw/5-series/50146053.html;650000;бензин;231;350000
Kia Rio;2015;https://dzerzhinskiy.drom.ru/kia/rio/50895326.html;650000;бензин;107;365565
Ravon Nexia R3;2017;https://podolsk.drom.ru/ravon/nexia_r3/50912509.html;650000;бензин;107;53000
Renault Logan;2017;https://sergiev-posad.drom.ru/renault/logan/50539783.html;650000;бензин;82;220000
Mazda Mazda6;2012;https://dolgoprudniy.drom.ru/mazda/mazda6/50912239.html;670000;бензин;120;295000
Kia Rio;2017;https://moscow.drom.ru/kia/rio/50871094.html;670000;бензин;123;69000
Kia Rio;2013;https://moscow.drom.ru/kia/rio/50530209.html;671000;бензин;123;223619
Лада Веста;2016;https://moscow.drom.ru/lada/vesta/50901683.html;675000;бензин;106;141000
Chevrolet Cobalt;2014;https://moscow.drom.ru/chevrolet/cobalt/50901124.html;679000;бензин;105;189810
BMW 7-Series;2006;https://moscow.drom.ru/bmw/7-series/50538482.html;680000;бензин;367;320000
Audi A4;2007;https://moscow.drom.ru/audi/a4/48533612.html;685000;бензин;200;230000
Renault Logan;2013;https://moscow.drom.ru/renault/logan/50913746.html;685000;бензин;75;82177
Volkswagen Passat;2008;https://moscow.drom.ru/volkswagen/passat/50911227.html;689000;бензин;160;170000
Mercedes-Benz E-Class;2006;https://moscow.drom.ru/mercedes-benz/e-class/50683382.html;690000;бензин;184;350000
Ford Mondeo;2008;https://moscow.drom.ru/ford/mondeo/50913320.html;690000;дизель;140;274525
Toyota Corolla;2008;https://moscow.drom.ru/toyota/corolla/50437804.html;690000;бензин;124;222182
Chevrolet Cruze;2013;https://moscow.drom.ru/chevrolet/cruze/50914075.html;694000;бензин;109;187475
Toyota Avensis;2008;https://moscow.drom.ru/toyota/avensis/50524249.html;694900;бензин;129;183658
Ravon Gentra;2017;https://moscow.drom.ru/ravon/gentra/50517736.html;694900;бензин;107;87000
Ford Mondeo;2008;https://moscow.drom.ru/ford/mondeo/50920568.html;698000;бензин;161;148685
Audi A6;2008;https://moscow.drom.ru/audi/a6/50899959.html;699000;бензин;170;160589
Лада Веста;2019;https://moscow.drom.ru/lada/vesta/50525693.html;699000;бензин;106;189030
Mercedes-Benz E-Class;2005;https://moscow.drom.ru/mercedes-benz/e-class/50176466.html;700000;бензин;306;60000
BMW 3-Series;2006;https://serpuhov.drom.ru/bmw/3-series/50907130.html;700000;бензин;218;336546
Volkswagen Polo;2013;https://moscow.drom.ru/volkswagen/polo/50524069.html;715000;бензин;105;200000
BMW 5-Series;2004;https://moscow.drom.ru/bmw/5-series/50886607.html;720000;бензин;170;330000
Лада Гранта;2021;https://moscow.drom.ru/lada/granta/50141276.html;720000;бензин;90;47900
Nissan Almera;2017;https://moscow.drom.ru/nissan/almera/50911944.html;725000;бензин;102;167800
Datsun on-DO;2020;https://moscow.drom.ru/datsun/on-do/50920594.html;725000;бензин;87;36603
Nissan Sentra;2014;https://reutov.drom.ru/nissan/sentra/50531788.html;738000;бензин;117;139352
Suzuki Liana;2007;https://moscow.drom.ru/suzuki/liana/50895183.html;745000;бензин;107;74375
Audi A8;2007;https://moscow.drom.ru/audi/a8/50718847.html;749000;бензин;450;171623
Toyota Mark II;1997;https://moscow.drom.ru/toyota/mark_ii/48190089.html;750000;бензин;200;249500
Audi A4;2008;https://odintsovo.drom.ru/audi/a4/50915487.html;750000;дизель;143;192000
Volkswagen Polo;2011;https://moscow.drom.ru/volkswagen/polo/50910129.html;750000;бензин;105;99000
Chevrolet Cruze;2012;https://moscow.drom.ru/chevrolet/cruze/50526380.html;750000;бензин;141;103000
Nissan Almera;2014;https://orehovo-zuevo.drom.ru/nissan/almera/49798584.html;750000;бензин;102;123000
Лада Гранта;2019;https://moscow.drom.ru/lada/granta/50909210.html;750000;бензин;106;62220
Nissan Almera;2016;https://moscow.drom.ru/nissan/almera/50912689.html;753000;бензин;102;146506
Hyundai Solaris;2011;https://moscow.drom.ru/hyundai/solaris/50910057.html;757000;бензин;123;130429
Honda Accord;2008;https://krasnogorsk.drom.ru/honda/accord/50919097.html;760000;бензин;156;260000
Kia Rio;2015;https://moscow.drom.ru/kia/rio/50894809.html;775000;бензин;107;165000
Nissan Almera;2016;https://moscow.drom.ru/nissan/almera/50917613.html;778000;бензин;102;84937
Mercedes-Benz CLS-Class;2007;https://shchelkovo.drom.ru/mercedes-benz/cls-class/50536246.html;780000;бензин;272;250000
Ford Mondeo;2011;https://moscow.drom.ru/ford/mondeo/50524778.html;780000;дизель;140;259000
Hyundai Solaris;2013;https://moscow.drom.ru/hyundai/solaris/50913502.html;780000;бензин;123;139998
Volkswagen Jetta;2011;https://moscow.drom.ru/volkswagen/jetta/50123482.html;780444;бензин;122;102274
Hyundai Solaris;2013;https://moscow.drom.ru/hyundai/solaris/50903193.html;787000;бензин;107;86200
Kia Rio;2012;https://moscow.drom.ru/kia/rio/50913333.html;789000;бензин;123;151913
Mercedes-Benz S-Class;2006;https://moscow.drom.ru/mercedes-benz/s-class/47172765.html;790000;бензин;272;215000
Citroen C4;2016;https://moscow.drom.ru/citroen/c4/46803234.html;790000;бензин;150;73900
Subaru Legacy;2008;https://moscow.drom.ru/subaru/legacy/50916071.html;795000;бензин;173;198000
Лада Гранта;2021;https://moscow.drom.ru/lada/granta/50914612.html;797000;бензин;87;42499
Hyundai Solaris;2011;https://ramenskoe.drom.ru/hyundai/solaris/50886262.html;799000;бензин;123;136432
Ford Mondeo;2012;https://moscow.drom.ru/ford/mondeo/50077871.html;799000;дизель;140;134000
Volvo S60;2012;https://moscow.drom.ru/volvo/s60/50241432.html;799000;бензин;150;139146
Volkswagen Polo;2017;https://moscow.drom.ru/volkswagen/polo/47902709.html;799999;бензин;90;91260
BMW 5-Series;2004;https://moscow.drom.ru/bmw/5-series/49461059.html;800000;бензин;192;300000
Volkswagen Jetta;2012;https://moscow.drom.ru/volkswagen/jetta/50923291.html;800000;бензин;122;200000
Kia Cerato;2014;https://moscow.drom.ru/kia/cerato/50901731.html;800000;бензин;130;118200
Лада Веста;2016;https://moscow.drom.ru/lada/vesta/50902060.html;800000;бензин;106;168880
Volkswagen Polo;2017;https://moscow.drom.ru/volkswagen/polo/50899777.html;800000;бензин;110;114400
Audi A6;2008;https://moscow.drom.ru/audi/a6/50901830.html;810000;бензин;210;290000
Volkswagen Jetta;2012;https://moscow.drom.ru/volkswagen/jetta/50517498.html;815000;бензин;122;198928
Hyundai Solaris;2014;https://moscow.drom.ru/hyundai/solaris/50143815.html;815000;бензин;107;65738
Kia Cerato;2009;https://moscow.drom.ru/kia/cerato/50911630.html;820000;бензин;126;243000
Kia Rio;2012;https://moscow.drom.ru/kia/rio/50524977.html;820000;бензин;123;75157
Лада Гранта;2021;https://serpuhov.drom.ru/lada/granta/49470331.html;820000;бензин;106;22000
Toyota Camry;2007;https://moscow.drom.ru/toyota/camry/50524072.html;825000;бензин;167;338000
Лада Гранта;2022;https://moscow.drom.ru/lada/granta/50524647.html;829000;бензин;90;4700
Volkswagen Passat;2011;https://moscow.drom.ru/volkswagen/passat/50542335.html;830000;бензин;152;210835
Subaru Impreza WRX;2002;https://lyubertsy.drom.ru/subaru/impreza_wrx/50922075.html;835000;бензин;218;198000
Volkswagen Polo;2017;https://moscow.drom.ru/volkswagen/polo/50921866.html;840000;бензин;110;195182
Chevrolet Aveo;2012;https://moscow.drom.ru/chevrolet/aveo/50902729.html;845000;бензин;115;92950
Hyundai Solaris;2015;https://moscow.drom.ru/hyundai/solaris/50542066.html;848000;бензин;123;147000
Volkswagen Passat;2012;https://moscow.drom.ru/volkswagen/passat/49463613.html;849000;бензин;152;167920
Volvo S60;2012;https://moscow.drom.ru/volvo/s60/50737301.html;849000;бензин;150;133654
Lexus LS600hL;2008;https://moscow.drom.ru/lexus/ls600hl/50133411.html;850000;бензин;367;342411
Mazda Mazda6;2008;https://moscow.drom.ru/mazda/mazda6/50922588.html;850000;бензин;147;158800
Audi A4;2011;https://moscow.drom.ru/audi/a4/50898460.html;850000;бензин;120;203000
Kia Rio;2012;https://podolsk.drom.ru/kia/rio/50913671.html;850000;бензин;123;157607
Volvo S60;2012;https://nahabino.drom.ru/volvo/s60/50894294.html;850000;бензин;150;153000
Kia Cerato;2013;https://moscow.drom.ru/kia/cerato/50125233.html;850000;бензин;130;181000
Kia Rio;2017;https://moscow.drom.ru/kia/rio/50532502.html;850000;бензин;123;250000
Ravon Nexia R3;2017;https://orehovo-zuevo.drom.ru/ravon/nexia_r3/50892180.html;852000;бензин;107;72125
Mazda Mazda3;2012;https://moscow.drom.ru/mazda/mazda3/50913736.html;855000;бензин;105;184132
Mercedes-Benz S-Class;2007;https://lyubertsy.drom.ru/mercedes-benz/s-class/50523512.html;870000;бензин;388;187000
BMW 3-Series;2011;https://moscow.drom.ru/bmw/3-series/50911933.html;870000;бензин;136;191487
Hyundai Solaris;2016;https://moscow.drom.ru/hyundai/solaris/50900708.html;870000;бензин;123;97000
Nissan Teana;2011;https://moscow.drom.ru/nissan/teana/50522178.html;873000;бензин;182;130300
Ford Focus;2010;https://moscow.drom.ru/ford/focus/50922790.html;878000;бензин;145;119757
Lexus LS460L;2007;https://moscow.drom.ru/lexus/ls460l/48884455.html;880000;бензин;380;202000
Volkswagen Passat;2012;https://moscow.drom.ru/volkswagen/passat/50903119.html;899000;бензин;152;109000
Volkswagen Jetta;2015;https://moscow.drom.ru/volkswagen/jetta/50923782.html;899000;бензин;105;88800
Volkswagen Polo;2016;https://himki.drom.ru/volkswagen/polo/50644432.html;899000;бензин;110;103400
BMW 3-Series;2007;https://moscow.drom.ru/bmw/3-series/50127501.html;899999;бензин;218;243000
Hyundai Equus;2012;https://moscow.drom.ru/hyundai/equus/50912554.html;900000;бензин;290;228000
Kia Cerato;2015;https://moscow.drom.ru/kia/cerato/50901911.html;900000;бензин;150;113500
Лада Гранта;2020;https://moscow.drom.ru/lada/granta/48524666.html;900000;бензин;106;23414
Лада Гранта;2022;https://moscow.drom.ru/lada/granta/50908258.html;905000;бензин;90;3500
Audi A6;2010;https://moscow.drom.ru/audi/a6/50920527.html;910000;бензин;190;198000
Opel Insignia;2010;https://moscow.drom.ru/opel/insignia/50920018.html;910000;дизель;160;196000
Volvo S80;2012;https://moscow.drom.ru/volvo/s80/50135695.html;910000;бензин;249;164672
Mazda Mazda3;2012;https://moscow.drom.ru/mazda/mazda3/50901128.html;913000;бензин;105;112072
Volkswagen Polo;2013;https://moscow.drom.ru/volkswagen/polo/50463848.html;915000;бензин;105;35679
Volkswagen Passat;2012;https://reutov.drom.ru/volkswagen/passat/50531783.html;918000;бензин;122;96345
Ford Mondeo;2012;https://moscow.drom.ru/ford/mondeo/50912451.html;919000;бензин;160;272756
Volkswagen Polo;2014;https://moscow.drom.ru/volkswagen/polo/50898954.html;919000;бензин;105;79599
Mercedes-Benz E-Class;2007;https://mytishchi.drom.ru/mercedes-benz/e-class/50527590.html;920000;дизель;170;264000
Ford Mondeo;2012;https://himki.drom.ru/ford/mondeo/50533109.html;920000;бензин;145;179500
Hyundai i40;2013;https://moscow.drom.ru/hyundai/i40/48880942.html;920000;бензин;150;168893
Volkswagen Jetta;2015;https://moscow.drom.ru/volkswagen/jetta/50517593.html;922000;бензин;105;151200
Лада Гранта;2022;https://moscow.drom.ru/lada/granta/50898135.html;926000;бензин;90;3533
BMW 3-Series;2009;https://moscow.drom.ru/bmw/3-series/50542913.html;930000;бензин;156;210000
Kia Rio;2017;https://moscow.drom.ru/kia/rio/50920573.html;939000;бензин;123;132344
Nissan Teana;2010;https://moscow.drom.ru/nissan/teana/50899596.html;945000;бензин;182;178500
Kia Cerato;2013;https://moscow.drom.ru/kia/cerato/50134742.html;947000;бензин;130;168075
Mercedes-Benz S-Class;2007;https://moscow.drom.ru/mercedes-benz/s-class/50629834.html;949000;бензин;388;140384
Volvo S80;2012;https://moscow.drom.ru/volvo/s80/50759289.html;949000;бензин;249;145132
Volkswagen Polo;2017;https://moscow.drom.ru/volkswagen/polo/50219368.html;949000;бензин;125;79909
BMW 6-Series;2004;https://malahovka.drom.ru/bmw/6-series/50872549.html;950000;бензин;333;119234
Lexus GS450h;2008;https://moscow.drom.ru/lexus/gs450h/50901246.html;950000;бензин;296;286000
Kia Cerato;2014;https://moscow.drom.ru/kia/cerato/50524990.html;950000;бензин;150;181745
Kia Cerato;2015;https://moscow.drom.ru/kia/cerato/50901639.html;950000;бензин;150;112900
Kia Rio;2015;https://moscow.drom.ru/kia/rio/50534720.html;950000;бензин;123;80182
Volkswagen Polo;2016;https://moscow.drom.ru/volkswagen/polo/50891765.html;950000;бензин;110;119788
Hyundai Solaris;2017;https://moscow.drom.ru/hyundai/solaris/50898444.html;950000;бензин;123;286469
Лада Веста;2018;https://moscow.drom.ru/lada/vesta/50901279.html;950000;бензин;106;65949
Лада Веста;2018;https://moscow.drom.ru/lada/vesta/50900710.html;950000;бензин;106;107600
Лада Веста;2021;https://moscow.drom.ru/lada/vesta/49975278.html;950000;бензин;106;54645
Лада Веста;2019;https://moscow.drom.ru/lada/vesta/50913455.html;955000;бензин;106;79435
Audi A6;2009;https://krasnogorsk.drom.ru/audi/a6/50912644.html;960000;бензин;220;234000
Hyundai i40;2014;https://moscow.drom.ru/hyundai/i40/50517573.html;967000;бензин;135;112889
Lexus GS450h;2007;https://moscow.drom.ru/lexus/gs450h/50871221.html;970000;бензин;296;334000
Volkswagen Polo;2019;https://moscow.drom.ru/volkswagen/polo/48547382.html;980000;бензин;110;86473
Volkswagen Jetta;2014;https://moscow.drom.ru/volkswagen/jetta/50517478.html;985000;бензин;122;178196
Hyundai Solaris;2014;https://moscow.drom.ru/hyundai/solaris/50541149.html;988000;бензин;107;16464
Mercedes-Benz SLK-Class;1998;https://moscow.drom.ru/mercedes-benz/slk-class/50147045.html;990000;бензин;193;122000
Nissan Teana;2014;https://moscow.drom.ru/nissan/teana/50923592.html;995000;бензин;173;156300
Kia Rio;2015;https://moscow.drom.ru/kia/rio/50898123.html;996000;бензин;123;132896
Jaguar X-Type;2007;https://moscow.drom.ru/jaguar/x-type/50907931.html;998888;бензин;156;93800
Kia Rio;2017;https://moscow.drom.ru/kia/rio/50921778.html;999000;бензин;123;113885
Toyota Camry;2009;https://moscow.drom.ru/toyota/camry/50119890.html;1000000;бензин;167;320000
Hyundai Genesis;2010;https://dolgoprudniy.drom.ru/hyundai/genesis/48203520.html;1000000;бензин;290;260645
Mercedes-Benz C-Class;2012;https://moscow.drom.ru/mercedes-benz/c-class/50127833.html;1000000;бензин;156;130000
Opel Insignia;2013;https://moscow.drom.ru/opel/insignia/50910601.html;1000000;бензин;249;215841
Toyota Corolla Axio;2017;https://moscow.drom.ru/toyota/corolla_axio/50900340.html;1000000;бензин;109;65500
Лада Веста;2021;https://moscow.drom.ru/lada/vesta/50901959.html;1000000;бензин;106;5000
Volkswagen Polo;2017;https://moscow.drom.ru/volkswagen/polo/50538720.html;1003000;бензин;110;82148
Kia Rio;2014;https://moscow.drom.ru/kia/rio/50913344.html;1011000;бензин;107;30186
Volkswagen Polo;2018;https://moscow.drom.ru/volkswagen/polo/50923840.html;1020000;бензин;110;99913
Nissan Teana;2011;https://moscow.drom.ru/nissan/teana/50902533.html;1028000;бензин;185;168491
Nissan Teana;2012;https://moscow.drom.ru/nissan/teana/50919158.html;1030000;бензин;182;180000
Volkswagen Polo;2018;https://moscow.drom.ru/volkswagen/polo/50923823.html;1030000;бензин;110;94395
Volkswagen Polo;2018;https://moscow.drom.ru/volkswagen/polo/47186755.html;1030000;бензин;110;95429
Volkswagen Polo;2018;https://moscow.drom.ru/volkswagen/polo/47171116.html;1030000;бензин;110;90567
Mercedes-Benz S-Class;2007;https://moscow.drom.ru/mercedes-benz/s-class/50896900.html;1035000;бензин;340;170000
Volkswagen Polo;2018;https://moscow.drom.ru/volkswagen/polo/50130243.html;1035000;бензин;110;87911
Chevrolet Cobalt;2020;https://moscow.drom.ru/chevrolet/cobalt/50528735.html;1039000;бензин;106;59836
Hyundai Solaris;2017;https://moscow.drom.ru/hyundai/solaris/50729218.html;1049000;бензин;123;70558
BMW 7-Series;2003;https://moscow.drom.ru/bmw/7-series/45674281.html;1050000;бензин;445;170000
BMW 3-Series;2010;https://nahabino.drom.ru/bmw/3-series/50916119.html;1050000;бензин;218;263000
Mazda Mazda6;2010;https://moscow.drom.ru/mazda/mazda6/50902849.html;1050000;бензин;147;194115
Mercedes-Benz C-Class;2010;https://moscow.drom.ru/mercedes-benz/c-class/50081537.html;1050000;дизель;204;240000
Лада Веста;2020;https://moscow.drom.ru/lada/vesta/50910408.html;1050000;бензин;106;76000
Volkswagen Polo;2018;https://moscow.drom.ru/volkswagen/polo/50517602.html;1054000;бензин;110;36021
Kia Optima;2013;https://moscow.drom.ru/kia/optima/50529493.html;1054800;бензин;180;170000
Hyundai Solaris;2015;https://moscow.drom.ru/hyundai/solaris/50913167.html;1055000;бензин;123;53523
Volkswagen Polo;2016;https://moscow.drom.ru/volkswagen/polo/50903195.html;1064000;бензин;110;97000
Hyundai Solaris;2017;https://moscow.drom.ru/hyundai/solaris/50913341.html;1065000;бензин;100;169596
Hyundai Solaris;2018;https://moscow.drom.ru/hyundai/solaris/50913335.html;1065000;бензин;123;273000
Mercedes-Benz E-Class;2011;https://moscow.drom.ru/mercedes-benz/e-class/50528448.html;1066000;бензин;184;199099
Ford Focus;2016;https://moscow.drom.ru/ford/focus/50922787.html;1067200;бензин;125;81869
Volkswagen Polo;2019;https://moscow.drom.ru/volkswagen/polo/50914243.html;1069000;бензин;125;80000
Kia Cerato;2010;https://moscow.drom.ru/kia/cerato/50535836.html;1075000;бензин;126;62000
Hyundai Elantra;2015;https://reutov.drom.ru/hyundai/elantra/50912634.html;1079000;бензин;132;167736
Hyundai Solaris;2016;https://moscow.drom.ru/hyundai/solaris/50911246.html;1079000;бензин;123;64000
BMW 3-Series;2010;https://moscow.drom.ru/bmw/3-series/50554087.html;1080000;бензин;156;210000
Mercedes-Benz S-Class;2011;https://moscow.drom.ru/mercedes-benz/s-class/50543057.html;1080000;бензин;435;160000
BMW 7-Series;2009;https://moscow.drom.ru/bmw/7-series/50903259.html;1090000;бензин;407;175000
Infiniti G25;2011;https://moscow.drom.ru/infiniti/g25/50535063.html;1095000;бензин;222;187000
Kia Rio;2017;https://moscow.drom.ru/kia/rio/49983074.html;1099000;бензин;123;112346
Kia Rio;2017;https://moscow.drom.ru/kia/rio/50726765.html;1099000;бензин;123;85635
Kia Rio;2018;https://moscow.drom.ru/kia/rio/50740643.html;1099000;бензин;123;77002
Volkswagen Polo;2019;https://moscow.drom.ru/volkswagen/polo/50410066.html;1099000;бензин;110;80778
Toyota Camry;2010;https://moscow.drom.ru/toyota/camry/50862060.html;1100000;бензин;179;188000
Volkswagen Jetta;2013;https://moscow.drom.ru/volkswagen/jetta/50899987.html;1100000;бензин;105;97118
Kia Rio;2016;https://moscow.drom.ru/kia/rio/50922375.html;1100000;бензин;123;117000
Volkswagen Polo;2019;https://moscow.drom.ru/volkswagen/polo/50136585.html;1115000;бензин;110;71268
Volkswagen Polo;2018;https://moscow.drom.ru/volkswagen/polo/50541052.html;1125000;бензин;110;88029
Volkswagen Polo;2018;https://moscow.drom.ru/volkswagen/polo/50130242.html;1125000;бензин;110;85145
Opel Insignia;2014;https://moscow.drom.ru/opel/insignia/50538066.html;1125250;бензин;170;138309
Mercedes-Benz C-Class;2010;https://moscow.drom.ru/mercedes-benz/c-class/50530881.html;1132000;бензин;231;125823
Kia Optima;2012;https://moscow.drom.ru/kia/optima/50913379.html;1137000;бензин;150;157715
Audi A5;2012;https://moscow.drom.ru/audi/a5/50130143.html;1140000;бензин;170;110875
Лада Веста;2021;https://moscow.drom.ru/lada/vesta/50528334.html;1145000;бензин;113;74360
Volkswagen Polo;2019;https://moscow.drom.ru/volkswagen/polo/50901288.html;1149000;бензин;110;41000
Audi A4;2010;https://moscow.drom.ru/audi/a4/50895998.html;1150000;бензин;211;110159
BMW 3-Series;2011;https://moscow.drom.ru/bmw/3-series/50899977.html;1150000;бензин;136;116841
Mercedes-Benz C-Class;2012;https://moscow.drom.ru/mercedes-benz/c-class/50919442.html;1150000;бензин;156;170000
Volkswagen Polo;2018;https://moscow.drom.ru/volkswagen/polo/50541277.html;1150000;бензин;110;94000
Volkswagen Polo;2019;https://moscow.drom.ru/volkswagen/polo/50136596.html;1150000;бензин;110;121019
BMW 7-Series;2010;https://korolev.drom.ru/bmw/7-series/49471208.html;1155000;бензин;407;127500
Chevrolet Malibu;2015;https://bronnitsy.drom.ru/chevrolet/malibu/50138361.html;1160000;бензин;163;115000
Honda Grace;2016;https://moscow.drom.ru/honda/grace/50541274.html;1160000;бензин;110;164000
Kia Rio;2019;https://moscow.drom.ru/kia/rio/50920767.html;1160000;бензин;100;89919
Лада Веста;2020;https://moscow.drom.ru/lada/vesta/50913452.html;1168000;бензин;113;60000
Kia Cerato;2014;https://moscow.drom.ru/kia/cerato/50901850.html;1175000;бензин;150;125651
Volkswagen Polo;2019;https://moscow.drom.ru/volkswagen/polo/50923901.html;1175000;бензин;110;99793
Hyundai Elantra;2014;https://moscow.drom.ru/hyundai/elantra/50915844.html;1177000;бензин;150;130700
Audi A5;2012;https://moscow.drom.ru/audi/a5/49467407.html;1180000;бензин;211;135000
Kia Optima;2015;https://moscow.drom.ru/kia/optima/49799035.html;1180000;бензин;192;125700
Hyundai Solaris;2018;https://moscow.drom.ru/hyundai/solaris/49787204.html;1180000;бензин;123;54300
Hyundai Elantra;2012;https://moscow.drom.ru/hyundai/elantra/50526886.html;1182000;бензин;132;71865
Kia Optima;2011;https://moscow.drom.ru/kia/optima/50530442.html;1186000;бензин;180;148957
Kia Rio;2019;https://moscow.drom.ru/kia/rio/50530812.html;1187000;бензин;123;58820
Toyota Premio;2008;https://moscow.drom.ru/toyota/premio/50821319.html;1190000;бензин;125;31080,безпробегапоРФ
Volvo S60;2012;https://moscow.drom.ru/volvo/s60/50908519.html;1199000;бензин;150;112000
Volkswagen Polo;2020;https://domodedovo.drom.ru/volkswagen/polo/50882199.html;1199000;бензин;110;49999
Jaguar XF;2012;https://moscow.drom.ru/jaguar/xf/50900101.html;1200000;бензин;510;150000
Volkswagen Passat;2012;https://moscow.drom.ru/volkswagen/passat/49452918.html;1200000;бензин;152;95000
